price,location,baths,area,bedrooms
60000000,DHA Defence,4,6 Marla,4
7400000,North Nazimabad,3,5.3 Marla,3
15500000,Rashid Minhas Road,3,7.6 Marla,3
5800000,Federal B Area,2,4.9 Marla,2
180000000,Shah Rasool Colony,4,1.9 Kanal,5
7000000,North Nazimabad,2,4.3 Marla,4
13000000,North Karachi,6,4.8 Marla,9
280000000,DHA Defence,6,2 Kanal,6
6700000,North Karachi,2,4 Marla,2
14500000,Clifton,3,5.4 Marla,3
14500000,Rufi Lake Drive Apartments,4,10.7 Marla,4
8000000,Scheme 33,2,4.8 Marla,3
9000000,Nazimabad,3,6 Marla,3
6000000,North Nazimabad,3,8 Marla,4
6900000,Gulistan-e-Jauhar,3,4.4 Marla,3
7000000,Jamshed Road,2,4 Marla,2
2000000,Nazimabad,1,2.4 Marla,1
35000000,Cantt,3,12.2 Marla,3
28500000,Clifton,3,7.5 Marla,3
6800000,Cantt,2,4.8 Marla,6
9100000,University Road,2,6.4 Marla,3
20500000,DHA Defence,4,10.7 Marla,4
8500000,Scheme 33,2,4 Marla,2
5500000,North Nazimabad,3,8 Marla,4
64000000,Bath Island,4,10 Marla,4
7500000,DHA Defence,2,4.2 Marla,2
3500000,Gadap Town,3,2.6 Marla,5
12500000,DHA Defence,3,4 Marla,3
7000000,Jamshed Road,2,4 Marla,3
3600000,Abul Hassan Isphani Road,2,4.2 Marla,2
4500000,Gulistan-e-Jauhar,2,3.1 Marla,2
12000000,North Nazimabad,3,9.6 Marla,3
25000000,Jamshed Town,4,4 Marla,4
26000000,Gulshan-e-Iqbal Town,4,9.6 Marla,4
105000000,Jamshed Town,6,1.2 Kanal,6
2400000,Korangi,2,1.5 Marla,3
6500000,Gadap Town,3,4.8 Marla,4
8000000,Nazimabad,2,5 Marla,3
2500000,North Karachi,2,2.4 Marla,2
2950000,Federal B Area,1,3.1 Marla,2
3600000,North Karachi,2,3.3 Marla,2
8500000,Gulistan-e-Jauhar,2,4 Marla,2
3000000,Kemari Town,3,2.2 Marla,3
9000000,Gulistan-e-Jauhar,3,5.6 Marla,3
165000000,DHA Defence,6,2 Kanal,6
32500000,Clifton,3,6.4 Marla,3
7000000,Gulshan-e-Iqbal Town,2,3.6 Marla,2
10000000,Malir Link To Super Highway,4,4.8 Marla,4
4600000,Bahria Town Karachi,2,4.2 Marla,2
43500000,Cantt,4,13.3 Marla,4
38500000,Cantt,4,13.3 Marla,4
41000000,DHA Defence,3,9.6 Marla,3
65500000,Cantt,5,1 Kanal,5
16000000,Nazimabad,4,8.6 Marla,4
62400000,Cantt,5,1 Kanal,5
4750000,Gulistan-e-Jauhar,2,3.3 Marla,2
100000000,Aisha Manzil,6,1.8 Kanal,6
145000000,DHA Defence,6,1 Kanal,6
5500000,Fazaia Housing Scheme,2,5.8 Marla,2
80000000,Cantt,6,1.1 Kanal,6
60000000,Cantt,4,1 Kanal,4
66500000,Cantt,5,1 Kanal,5
90000000,Cantt,6,1.1 Kanal,6
5400000,North Nazimabad,3,5.8 Marla,3
38500000,Cantt,4,13.2 Marla,4
4800000,Scheme 33,2,2.9 Marla,2
32000000,Cantt,3,10 Marla,3
31500000,Cantt,3,10 Marla,3
5000000,Delhi Colony,3,4.4 Marla,3
4500000,Abul Hassan Isphani Road,2,4 Marla,2
13500000,Manzoor Colony,5,4 Marla,6
5000000,Nazimabad,2,3.3 Marla,2
11000000,North Nazimabad,3,6.4 Marla,3
16500000,Federal B Area,2,4.8 Marla,2
32500000,Clifton,3,10.2 Marla,3
3200000,Ranchore Line Bazar,2,10 Marla,3
1700000,Korangi,2,3.2 Marla,2
8500000,Jinnah Avenue,2,4.9 Marla,2
5300000,Gulistan-e-Jauhar,2,5.3 Marla,3
46000000,Gulistan-e-Jauhar,6,16 Marla,9
8000000,New Karachi,3,3.2 Marla,4
2800000,Korangi,2,1.6 Marla,2
14500000,Naya Nazimabad,6,6.4 Marla,8
6000000,Sakhi Hassan Chowrangi,3,6.4 Marla,3
3500000,North Nazimabad,2,3.1 Marla,2
3800000,Gulshan-e-Iqbal Town,2,3.3 Marla,2
16000000,Jamshed Town,3,8 Marla,4
5800000,Gulistan-e-Jauhar,2,3.5 Marla,2
6500000,Gadap Town,3,4.8 Marla,3
3200000,Punjab Colony,2,2.9 Marla,2
10000000,P & T Colony,3,7.1 Marla,3
17000000,P & T Colony,5,4.8 Marla,5
25000000,Scheme 33,6,9.6 Marla,6
13300000,Gulshan-e-Iqbal Town,3,6.4 Marla,3
8500000,Gadap Town,3,4.8 Marla,3
5800000,Malir,3,6 Marla,3
65000000,Malir,10,9.6 Marla,11
11000000,DHA Defence,2,4.2 Marla,2
115000000,DHA Defence,5,1 Kanal,6
5500000,North Nazimabad,2,4.4 Marla,2
6500000,Bahria Town Karachi,3,8 Marla,3
17500000,Gadap Town,4,7.9 Marla,4
29500000,North Nazimabad,3,9.6 Marla,5
4223000,Scheme 33,2,3.5 Marla,2
9500000,Bahria Town Karachi,3,8 Marla,3
14000000,North Nazimabad,3,8 Marla,3
3045000,North Karachi,3,3.3 Marla,3
13000000,DHA Defence,2,4 Marla,2
4400000,Malir,2,3.2 Marla,4
29900000,DHA Defence,4,8 Marla,4
3900000,Gulberg Town,1,2.3 Marla,2
8900000,Gizri Road,3,5.1 Marla,3
2700000,North Karachi,2,3.2 Marla,2
15000000,Federal B Area,6,4.8 Marla,10
8500000,Gulistan-e-Jauhar,3,5.8 Marla,3
110000000,DHA Defence,5,12 Marla,5
180000000,Zamzama,5,14 Marla,5
29000000,North Karachi,4,7.2 Marla,4
11000000,North Nazimabad,3,6.9 Marla,3
46000000,North Nazimabad,6,16 Marla,6
5000000,North Nazimabad,2,3.6 Marla,2
9000000,North Nazimabad,2,4.9 Marla,2
6500000,Gulistan-e-Jauhar,2,4.7 Marla,2
3800000,Federal B Area,1,3 Marla,2
75000000,DHA Defence,6,12 Marla,6
12500000,Gulistan-e-Jauhar,3,7.2 Marla,3
2500000,North Karachi,2,3.1 Marla,2
28000000,M. A. Jinnah Road,4,9.8 Marla,4
14500000,Jamshed Town,2,4.4 Marla,2
11500000,DHA Defence,3,5.1 Marla,3
11000000,Bahria Town Karachi,3,8 Marla,3
4200000,Bahria Town Karachi,3,5 Marla,3
9850000,Bahria Town Karachi,3,6.1 Marla,3
12000000,Bahria Town Karachi,3,8 Marla,3
12500000,North Nazimabad,2,6 Marla,2
16000000,Gulshan-e-Iqbal Town,3,6.8 Marla,3
80000000,Amir Khusro,5,12 Marla,5
80000000,Gulshan-e-Iqbal Town,6,1.2 Kanal,10
5500000,Shah Faisal Town,2,4.4 Marla,2
2800000,North Nazimabad,2,3.1 Marla,2
3700000,Gadap Town,2,3.2 Marla,2
7500000,North Nazimabad,2,5.3 Marla,5
3100000,Gulistan-e-Jauhar,2,2.2 Marla,2
2300000,Abul Hassan Isphani Road,2,2.6 Marla,2
36000000,Gulshan-e-Iqbal Town,4,9.6 Marla,4
8000000,Scheme 33,3,4.8 Marla,3
1900000,Korangi,1,2 Marla,2
22500000,DHA Defence,3,7.3 Marla,3
18000000,Saddar Town,3,6 Marla,3
12500000,DHA Defence,3,4 Marla,3
6500000,DHA Defence,2,2.2 Marla,2
62500000,DHA Defence,4,12 Marla,4
239000000,DHA Defence,6,2 Kanal,6
12000000,DHA Defence,3,8.9 Marla,3
3000000,Gulshan-e-Iqbal Town,3,4.3 Marla,3
3400000,Gulistan-e-Jauhar,2,2.9 Marla,2
8500000,Abul Hassan Isphani Road,3,5.8 Marla,3
15500000,Gulshan-e-Iqbal Town,2,5.6 Marla,3
20000000,Clifton,2,4.4 Marla,2
190000000,DHA Defence,5,2.8 Kanal,5
3700000,Federal B Area,2,2.7 Marla,2
32500000,Scheme 33,6,12.2 Marla,7
37000000,Nazimabad,5,8.6 Marla,8
5000000,North Nazimabad,2,3.1 Marla,2
2200000,North Nazimabad,1,2 Marla,2
17000000,North Nazimabad,4,9.6 Marla,4
3500000,North Karachi,2,3.1 Marla,2
4500000,Shahra-e-Faisal,2,3.2 Marla,3
6500000,North Karachi,3,5.3 Marla,3
4500000,Scheme 33,2,4.1 Marla,2
13500000,North Karachi,6,4.8 Marla,6
12500000,Bahria Town Karachi,3,5 Marla,3
50000000,Jamshed Town,4,17.3 Marla,5
15000000,Gulshan-e-Iqbal Town,2,5.8 Marla,3
4600000,Gulshan-e-Iqbal Town,2,4.4 Marla,2
19000000,Kamran Chowrangi,3,8 Marla,3
7000000,North Nazimabad,2,4.2 Marla,2
34000000,DHA Defence,2,7.3 Marla,2
52500000,Muslimabad Society,4,11.5 Marla,4
42500000,Nazimabad,5,8.6 Marla,9
6600000,Gulshan-e-Iqbal Town,2,4.7 Marla,2
20000000,Scheme 33,4,9.6 Marla,5
4000000,Gulistan-e-Jauhar,3,5.9 Marla,3
40000000,Rashid Minhas Road,7,12.2 Marla,7
3600000,Gulistan-e-Jauhar,2,2.7 Marla,2
10500000,Gulberg Town,2,6.5 Marla,3
15000000,DHA Defence,2,4.4 Marla,2
14500000,DHA Defence,2,4.4 Marla,2
8000000,Gulistan-e-Jauhar,3,8 Marla,3
8000000,Malir,3,6.4 Marla,3
6000000,Gulshan-e-Malir,2,3.2 Marla,2
7850000,Gulistan-e-Jauhar,2,4.4 Marla,2
13500000,Anda Mor Road,6,6 Marla,6
12600000,Malir,2,5.3 Marla,2
3000000,Kashmir Colony,2,4 Marla,2
5000000,Federal B Area,2,4 Marla,3
13000000,Gulistan-e-Jauhar,3,4.8 Marla,3
3800000,North Karachi,2,4 Marla,2
5500000,Nazimabad,2,8 Marla,5
11000000,Korangi,6,4.8 Marla,6
11000000,Gulistan-e-Jauhar,2,3.2 Marla,2
4300000,North Nazimabad,1,2.7 Marla,2
9500000,Gulshan-e-Iqbal Town,2,4.7 Marla,2
15200000,Jamshed Town,2,4.7 Marla,2
6000000,Gulistan-e-Jauhar,3,6 Marla,3
11500000,North Nazimabad,3,6.4 Marla,3
3500000,Korangi,1,3.2 Marla,2
5000000,Rashid Minhas Road,3,5.8 Marla,3
13000000,Bahria Town Karachi,3,10.7 Marla,3
4500000,Gulistan-e-Jauhar,2,2.9 Marla,2
19500000,Gulistan-e-Jauhar,4,5.2 Marla,4
3500000,Nazimabad,1,2.4 Marla,2
16700000,Scheme 33,6,4.8 Marla,6
31000000,Gulshan-e-Iqbal Town,5,6.4 Marla,5
6000000,Federal B Area,3,5.6 Marla,3
8500000,Nazimabad,3,4 Marla,3
5600000,Punjab Colony,2,5.3 Marla,3
7000000,Korangi Road,4,4.8 Marla,4
41000000,DHA Defence,3,9.6 Marla,3
12500000,DHA Defence,3,8.9 Marla,3
2600000,Qayyumabad,1,1.6 Marla,2
2650000,Gadap Town,1,2.2 Marla,2
8700000,Gulshan-e-Iqbal Town,2,4.2 Marla,2
10000000,DHA Defence,2,4 Marla,2
5200000,University Road,2,3.6 Marla,2
5200000,Scheme 33,2,5.6 Marla,2
13500000,DHA Defence,2,4 Marla,2
41500000,Cantt,3,10.7 Marla,3
6000000,Jamshed Town,2,4.4 Marla,2
7000000,Gulistan-e-Jauhar,3,5.1 Marla,3
8500000,DHA Defence,2,4 Marla,2
26500000,Clifton,3,7.1 Marla,3
12000000,Shah Faisal Town,7,4.8 Marla,11
3000000,North Karachi,2,3.2 Marla,2
25000000,Shaheed Millat Road,4,9.8 Marla,4
7500000,Cantt,4,2.6 Marla,7
7500000,Gulshan-e-Iqbal Town,2,4.2 Marla,2
6000000,Laraib Garden,2,4.2 Marla,2
12000000,North Nazimabad,3,8 Marla,3
90000000,DHA Defence,4,1 Kanal,4
13000000,Gulistan-e-Jauhar,3,5.6 Marla,3
33500000,Gulistan-e-Jauhar,5,9.6 Marla,5
19000000,DHA Defence,3,8.9 Marla,3
45000000,Clifton,4,14.4 Marla,4
2700000,Shahra-e-Usman,3,2.6 Marla,5
7850000,Gulistan-e-Jauhar,2,4.4 Marla,2
8800000,North Karachi,4,3.2 Marla,6
48000000,North Nazimabad,6,9 Marla,6
9000000,Nazimabad,3,5.8 Marla,3
16000000,Gadap Town,3,10.8 Marla,3
19000000,Federal B Area,2,4.8 Marla,6
25500000,Gulshan-e-Iqbal Town,7,8.4 Marla,7
3600000,Gulistan-e-Jauhar,2,4.8 Marla,4
2600000,Liaquatabad,2,3.2 Marla,3
18000000,Federal B Area,3,4.8 Marla,6
65000000,Clifton,5,9.6 Marla,5
30000000,North Karachi,9,9.6 Marla,9
25000000,Bin Qasim Town,3,4.8 Marla,3
55000000,Gulshan-e-Iqbal Town,6,16 Marla,8
44500000,Cantt,4,12.2 Marla,4
2200000,Malir,1,2.4 Marla,2
13000000,Gulistan-e-Jauhar,3,8.9 Marla,3
8990000,BMCHS,2,4.2 Marla,2
7500000,Gadap Town,2,4.8 Marla,3
140000000,Clifton,3,1.1 Kanal,4
20000000,Gadap Town,6,8 Marla,6
9000000,Shahra-e-Faisal,4,4.8 Marla,4
110000000,DHA Defence,6,1 Kanal,6
3200000,North Nazimabad,2,4 Marla,3
13500000,M. A. Jinnah Road,3,5.8 Marla,3
1800000,Gulistan-e-Jauhar,1,2.2 Marla,1
3500000,Nazimabad,2,2.9 Marla,2
8000000,Gulshan-e-Iqbal Town,3,5.6 Marla,3
51000000,KDA Scheme 1,4,10.9 Marla,4
17000000,Gulshan-e-Iqbal Town,3,3.2 Marla,5
11000000,Nazimabad,3,5.6 Marla,3
2700000,Sindh Industrial Trading Estate (SITE),2,2.9 Marla,2
14500000,Gulistan-e-Jauhar,6,4.8 Marla,6
75000000,Gulshan-e-Iqbal Town,6,1 Kanal,11
11000000,Gulshan-e-Iqbal Town,3,5.4 Marla,3
10500000,Gulshan-e-Iqbal Town,3,6.7 Marla,3
70000000,DHA Defence,6,1 Kanal,6
85000000,DHA Defence,5,12 Marla,5
16000000,North Nazimabad,4,12 Marla,4
18500000,DHA Defence,3,9 Marla,3
8500000,Gulistan-e-Jauhar,2,4 Marla,2
11000000,DHA Defence,2,4 Marla,2
14500000,DHA Defence,3,6.2 Marla,3
5950000,Federal B Area,2,4.8 Marla,3
6600000,Malir,3,5.2 Marla,3
5500000,Scheme 33,2,4.2 Marla,2
11000000,Gulistan-e-Jauhar,3,6.4 Marla,3
36500000,DHA Defence,4,4 Marla,4
8500000,DHA Defence,2,5.3 Marla,2
3000000,Shahra-e-Faisal,1,3 Marla,2
41000000,Gulshan-e-Iqbal Town,6,9.6 Marla,6
5500000,Garden West,2,4.1 Marla,2
12000000,Gulistan-e-Jauhar,3,6.7 Marla,3
4200000,Saddar Town,4,5.3 Marla,4
18000000,North Karachi,6,4.8 Marla,8
9000000,Garden West,3,7.6 Marla,3
25500000,Gulshan-e-Iqbal Town,7,8 Marla,7
110000000,DHA Defence,5,1 Kanal,5
35000000,Shahra-e-Faisal,4,12 Marla,4
9500000,Gulshan-e-Iqbal Town,2,5.8 Marla,3
5000000,Mehmoodabad,3,4 Marla,3
3500000,Mehmoodabad,2,2.9 Marla,2
2700000,Mehmoodabad,2,2.7 Marla,2
3200000,Mehmoodabad,2,2.7 Marla,2
5500000,Jamshed Town,2,3.1 Marla,2
4000000,Mehmoodabad,3,3.8 Marla,3
5000000,Jamshed Town,2,3.1 Marla,2
8400000,DHA Defence,3,4.9 Marla,3
8500000,Nazimabad,3,4.8 Marla,3
5800000,Bahria Town Karachi,2,4.2 Marla,2
17000000,Bahria Town Karachi,3,8 Marla,3
13000000,DHA Defence,2,4.2 Marla,2
24000000,Gadap Town,6,9.6 Marla,6
16000000,Gadap Town,3,9.6 Marla,3
41000000,Jamshed Town,3,15.1 Marla,3
45000000,Gulshan-e-Iqbal Town,6,16 Marla,6
12500000,DHA Defence,2,4.2 Marla,2
1650000,Gadap Town,1,1.3 Marla,1
110000000,DHA Defence,6,1 Kanal,6
125000000,DHA Defence,6,1 Kanal,6
42000000,Gulshan-e-Iqbal Town,4,16 Marla,4
105000000,DHA Defence,6,1 Kanal,6
95000000,Naval Housing Scheme,5,14 Marla,5
3800000,Gadap Town,2,2.9 Marla,2
8400000,DHA Defence,3,4.9 Marla,3
45000000,Clifton,4,14 Marla,4
47500000,North Nazimabad,6,12 Marla,6
2500000,North Karachi,1,2.4 Marla,2
60000000,Scheme 33,4,2.9 Kanal,4
6500000,Jinnah Avenue,2,3.3 Marla,2
5500000,Nazimabad,2,4.9 Marla,2
6700000,North Nazimabad,2,5.1 Marla,2
9500000,Kemari Town,2,3.2 Marla,3
15500000,North Nazimabad,3,6.7 Marla,3
6800000,Gulshan-e-Iqbal Town,2,3.8 Marla,2
7000000,Nazimabad,2,4 Marla,2
7000000,Gulshan-e-Iqbal Town,3,4.9 Marla,3
43000000,Gulistan-e-Jauhar,6,16 Marla,6
10500000,North Karachi,3,5.4 Marla,3
7000000,Gulistan-e-Jauhar,3,6 Marla,3
6000000,New Karachi,4,3.2 Marla,5
1450000,Gulistan-e-Jauhar,1,1.6 Marla,1
6300000,DHA Defence,2,2 Marla,2
2700000,Shahra-e-Faisal,1,2.4 Marla,2
12000000,DHA Defence,2,4 Marla,2
12500000,Liaquatabad,2,3.6 Marla,3
8200000,Lyari Town,3,7.6 Marla,4
18500000,Gulshan-e-Iqbal Town,3,6.4 Marla,3
12000000,Korangi,5,4.8 Marla,5
8500000,DHA Defence,2,4 Marla,2
2300000,Mehmoodabad,2,2.7 Marla,2
37500000,Gulistan-e-Jauhar,6,9.6 Marla,6
70000000,Federal B Area,7,1.2 Kanal,10
5500000,DHA Defence,2,2 Marla,2
6800000,Gulshan-e-Iqbal Town,2,4.9 Marla,2
4600000,P & T Colony,2,16 Marla,3
38000000,Gulistan-e-Jauhar,6,9.6 Marla,8
7200000,North Karachi,2,4.4 Marla,2
19000000,DHA Defence,3,9.1 Marla,3
15000000,Abul Hassan Isphani Road,3,6 Marla,4
11000000,Gadap Town,2,4.8 Marla,3
35000000,North Karachi,3,11.3 Marla,3
11000000,Jamshed Town,3,6.4 Marla,3
13000000,Naya Nazimabad,2,4.8 Marla,2
21500000,Khalid Bin Walid Road,3,8 Marla,3
240000000,DHA Defence,6,2 Kanal,6
45000000,Gulshan-e-Iqbal Town,6,9.6 Marla,6
35000000,Bahria Town Karachi,6,10.9 Marla,6
2000000,Gadap Town,2,4 Marla,4
10500000,Gulshan-e-Iqbal Town,2,4.4 Marla,2
80000000,Gulshan-e-Iqbal Town,4,16 Marla,4
22000000,DHA Defence,3,6.7 Marla,3
8000000,North Karachi,2,3.2 Marla,4
16000000,Clifton,3,7.6 Marla,3
82500000,Shahra-e-Faisal,5,10 Marla,5
16500000,Cantt,1,3.8 Marla,1
16800000,Federal B Area,4,4.8 Marla,8
2700000,Gizri,2,2.2 Marla,2
6200000,North Nazimabad,2,4.2 Marla,2
57500000,North Nazimabad,6,16 Marla,6
3000000,Saddar Town,1,2.8 Marla,2
2700000,Gizri,2,2.2 Marla,2
4500000,Korangi,2,3.2 Marla,5
67500000,DHA Defence,5,12 Marla,5
3600000,North Karachi,2,2.7 Marla,3
17500000,DHA Defence,3,8 Marla,3
49500000,Sea View Apartments,3,11.6 Marla,3
22500000,DHA Defence,3,7.3 Marla,3
8000000,Gulshan-e-Iqbal Town,3,8 Marla,3
2600000,Shahra-e-Faisal,1,2.4 Marla,2
16500000,Gulshan-e-Iqbal Town,3,8 Marla,3
33000000,Clifton,3,9.8 Marla,3
18000000,Jamshed Town,3,7.6 Marla,3
22500000,Clifton,3,5.7 Marla,3
100000000,Khalid Bin Walid Road,6,16 Marla,10
11500000,Gulistan-e-Jauhar,2,5.2 Marla,2
12000000,Al-Manzar Society,3,9.6 Marla,3
9500000,Gadap Town,4,4.8 Marla,4
3650000,Gadap Town,2,3.3 Marla,2
37500000,Jamshed Town,6,12.4 Marla,7
45000000,Cantt,3,11.4 Marla,3
17500000,Jamshed Road,3,5.3 Marla,3
8500000,Federal B Area,3,4.8 Marla,3
7500000,Gadap Town,2,4.8 Marla,3
20000000,Clifton,3,6.7 Marla,3
21000000,DHA Defence,3,8 Marla,3
10500000,Bahria Town Karachi,3,8 Marla,3
2900000,Gadap Town,1,1.3 Marla,1
23000000,Gulshan-e-Iqbal Town,3,12 Marla,3
7500000,Gulshan-e-Iqbal Town,2,4.4 Marla,2
35000000,Nazimabad,6,8.6 Marla,8
5500000,Bahria Town Karachi,2,4.2 Marla,2
4200000,Scheme 33,1,4.8 Marla,2
18000000,North Karachi,3,9.6 Marla,4
7000000,North Karachi,3,6.4 Marla,3
10300000,Scheme 33,4,4.8 Marla,4
6000000,Sher Shah Suri Road,2,4 Marla,4
8500000,Jinnah Avenue,2,5.6 Marla,2
3800000,Gulistan-e-Jauhar,3,2 Marla,3
5500000,Scheme 33,3,5.1 Marla,3
28000000,Gulistan-e-Jauhar,3,8 Marla,3
7500000,Federal B Area,2,4 Marla,2
6500000,Saddar Town,3,4.4 Marla,3
6000000,Federal B Area,3,3.8 Marla,4
8500000,Gadap Town,2,4.8 Marla,3
12500000,Northern Bypass,3,11 Marla,5
14500000,Gulistan-e-Jauhar,4,4.4 Marla,4
5000000,North Nazimabad,2,3.6 Marla,2
12000000,Scheme 33,3,4.8 Marla,3
22500000,DHA Defence,3,6.2 Marla,3
7000000,University Road,3,4.8 Marla,3
10000000,Landhi,4,4 Marla,8
5800000,Bahria Town Karachi,2,4.2 Marla,2
9000000,New Karachi,4,3.2 Marla,8
60000000,North Nazimabad,4,14 Marla,4
8800000,North Karachi,3,3.2 Marla,3
7500000,Federal B Area,3,5.8 Marla,3
7000000,Federal B Area,3,5.8 Marla,3
7500000,Federal B Area,3,5.8 Marla,3
4550000,North Karachi,2,5.3 Marla,2
5500000,North Nazimabad,2,3.8 Marla,2
5500000,North Nazimabad,2,3.8 Marla,2
5500000,North Nazimabad,2,3.8 Marla,2
5000000,North Nazimabad,2,4 Marla,2
5500000,Federal B Area,2,3.4 Marla,2
59500000,Malir,4,14 Marla,4
5500000,Rabia City,3,5 Marla,5
5000000,Orangi Town,1,4.5 Marla,2
3800000,Orangi Town,1,2.4 Marla,2
2500000,Orangi Town,1,2.4 Marla,2
3500000,Orangi Town,2,4.4 Marla,2
2500000,Orangi Town,1,3.2 Marla,2
4200000,Orangi Town,2,4 Marla,3
55000000,Clifton,5,14.2 Marla,5
15000000,Bahria Town Karachi,3,14 Marla,3
25000000,Gulistan-e-Jauhar,7,14.2 Marla,7
5000000,Mehmoodabad,2,4.7 Marla,2
6000000,Nazimabad,2,4.2 Marla,2
42500000,Jamshed Town,3,8 Marla,3
15000000,Gulshan-e-Iqbal Town,3,7.1 Marla,3
17000000,North Nazimabad,3,7.6 Marla,3
9800000,Bahria Town Karachi,3,6.1 Marla,3
16500000,North Nazimabad,4,9.6 Marla,4
5000000,Korangi,4,4.8 Marla,6
42500000,Gulistan-e-Jauhar,6,9.6 Marla,9
4800000,Nazimabad,2,3.3 Marla,2
32500000,North Nazimabad,6,10.4 Marla,6
9200000,North Nazimabad,2,5.8 Marla,2
16500000,Gulshan-e-Iqbal Town,6,4 Marla,6
11000000,Jamshed Town,2,4.9 Marla,2
37000000,Gulshan-e-Iqbal Town,4,12 Marla,4
17000000,Gulshan-e-Iqbal Town,3,10 Marla,3
17500000,Gulistan-e-Jauhar,4,6 Marla,4
6500000,North Nazimabad,2,4.9 Marla,2
20000000,Nazimabad,4,10.7 Marla,5
16500000,Nazimabad,4,8.6 Marla,4
11500000,Bahria Town Karachi,3,8 Marla,3
25000000,North Karachi,3,9.6 Marla,5
4000000,Jamshed Town,1,2.6 Marla,2
17700000,Bahria Town Karachi,3,8 Marla,3
5800000,Bahria Town Karachi,2,4.2 Marla,2
6000000,Bahria Town Karachi,2,4.2 Marla,2
6500000,Bahria Town Karachi,2,4.2 Marla,2
6200000,Bahria Town Karachi,2,4.2 Marla,2
9500000,Bahria Town Karachi,3,10 Marla,3
9600000,Bahria Town Karachi,3,10 Marla,3
9800000,Bahria Town Karachi,3,10 Marla,3
10000000,Bahria Town Karachi,3,10 Marla,3
10200000,Bahria Town Karachi,3,10 Marla,3
10500000,Bahria Town Karachi,3,10 Marla,3
10500000,Bahria Town Karachi,3,10 Marla,3
10100000,Bahria Town Karachi,3,10 Marla,3
10400000,Bahria Town Karachi,3,10 Marla,3
9900000,Bahria Town Karachi,3,10 Marla,3
16000000,Jamshed Town,3,6 Marla,3
5000000,North Nazimabad,2,4 Marla,3
7000000,North Nazimabad,2,3.3 Marla,2
2200000,Gadap Town,2,2.9 Marla,2
2150000,Lyari Town,2,2.1 Marla,2
3500000,Gadap Town,2,2.9 Marla,2
110000000,DHA Defence,5,1 Kanal,5
35000000,Shahra-e-Faisal,4,12 Marla,4
18000000,Malir,6,6 Marla,6
65000000,Cantt,5,1 Kanal,5
65000000,Cantt,5,17.1 Marla,5
4000000,Orangi Town,3,4.8 Marla,5
23500000,Cantt,3,10 Marla,3
25000000,Cantt,3,11.4 Marla,3
25000000,Cantt,3,11.4 Marla,3
65000000,Cantt,5,1 Kanal,5
18500000,Gulistan-e-Jauhar,3,9.6 Marla,3
7500000,DHA Defence,2,4.2 Marla,2
2700000,Gulshan-e-Iqbal Town,2,2.9 Marla,2
17500000,DHA Defence,3,4.9 Marla,3
8500000,North Nazimabad,3,5.3 Marla,3
3400000,Rufi Lake Drive Apartments,2,2.7 Marla,2
13000000,Gulshan-e-Iqbal Town,3,6 Marla,4
23000000,Gulistan-e-Jauhar,3,14.7 Marla,3
10000000,Gulistan-e-Jauhar,3,7.3 Marla,3
17000000,Federal B Area,3,4.8 Marla,6
17000000,Bahria Town Karachi,3,8 Marla,3
9000000,Nazimabad,3,6 Marla,3
5800000,Bahria Town Karachi,2,4.2 Marla,2
8000000,Gulistan-e-Jauhar,2,6.9 Marla,2
10500000,DHA Defence,3,4.9 Marla,3
47000000,Bath Island,3,8.9 Marla,3
8000000,Kamran Chowrangi,3,8 Marla,3
3400000,Malir,2,4.2 Marla,2
4750000,Gulistan-e-Jauhar,2,4 Marla,2
15000000,North Nazimabad,3,7.6 Marla,3
27500000,Nazimabad,4,8.6 Marla,6
45000000,DHA Defence,4,4.8 Marla,4
2200000,Delhi Colony,2,2.4 Marla,2
950000,Korangi,2,2 Marla,2
4500000,North Nazimabad,3,6.2 Marla,5
15000000,Gulistan-e-Jauhar,3,4.8 Marla,3
15000000,Mehmoodabad,5,6 Marla,11
22500000,Baloch Colony,3,9.6 Marla,3
55000000,Jamshed Town,5,8 Marla,5
41000000,Gulistan-e-Jauhar,6,1.2 Kanal,6
11500000,Gulistan-e-Jauhar,3,7.4 Marla,3
11000000,Gulistan-e-Jauhar,3,7.4 Marla,3
12000000,Gulistan-e-Jauhar,3,8 Marla,3
11500000,Gulistan-e-Jauhar,3,8 Marla,3
21000000,DHA Defence,3,7.8 Marla,3
15000000,DHA Defence,3,5.3 Marla,3
45000000,Clifton,4,14 Marla,4
34000000,Clifton,3,8 Marla,3
28000000,Clifton,3,8 Marla,3
43000000,Jamshed Town,6,8 Marla,8
1750000,Gadap Town,1,2.7 Marla,1
7500000,Jinnah Avenue,2,5.8 Marla,2
13500000,Jamshed Road,3,8.2 Marla,3
26500000,Gulshan-e-Iqbal Town,3,7.4 Marla,3
36000000,Sea View Apartments,3,11 Marla,3
8000000,Bahria Town Karachi,3,9.4 Marla,3
80000000,Cantt,6,1.1 Kanal,6
70000000,Cantt,5,1 Kanal,5
8000000,North Karachi,4,5 Marla,4
9500000,Gulistan-e-Jauhar,3,6 Marla,3
20000000,Clifton,3,8 Marla,3
6000000,North Karachi,2,4.8 Marla,4
20000000,Scheme 33,4,16 Marla,4
4500000,Scheme 33,2,3.6 Marla,2
15000000,Scheme 33,5,4 Marla,5
22500000,DHA Defence,3,8.9 Marla,3
19000000,Gulistan-e-Jauhar,3,9.6 Marla,3
